complaint_id,issue_type,description,latitude,longitude,location_name,reported_at,resolved_at,status,repeat_count,unsafe_flag
C1413,electricity,Issue related to garbage reported near Hostel C,26.846506,80.953868,Canteen,2024-01-13,,resolved,9,1
C1414,light,Issue related to electricity reported near Hostel C,26.858019,80.959813,Academic Block,2024-01-28,,open,9,0
C1415,garbage,Issue related to electricity reported near Hostel B,26.859923,80.945558,Hostel C,2024-04-16,,resolved,3,0
C1416,road,Issue related to garbage reported near Canteen,26.856508,80.949964,Academic Block,2024-02-15,2024-05-03,resolved,5,0
C1417,garbage,Issue related to garbage reported near Academic Block,26.856897,80.946591,Library,2024-02-11,2024-07-14,resolved,3,0
C1418,electricity,Issue related to leakage reported near Hostel B,26.84498,80.948812,Academic Block,2024-06-21,,resolved,2,0
C1419,light,Issue related to hygiene reported near Canteen,26.851534,80.957139,Hostel B,2024-03-13,,open,1,1
C1420,hygiene,Issue related to road reported near Canteen,26.841345,80.953684,Canteen,2024-06-05,2024-01-03,open,2,0
C1421,road,Issue related to leakage reported near Canteen,26.841898,80.957649,Canteen,2024-06-18,2024-01-12,open,8,0
C1422,light,Issue related to garbage reported near Canteen,26.859978,80.94407,Hostel B,2024-06-26,,open,8,0
C1423,electricity,Issue related to leakage reported near Hostel C,26.846533,80.957467,Canteen,2024-06-28,2024-01-03,resolved,3,1
C1424,road,Issue related to road reported near Hostel B,26.854964,80.941195,Academic Block,2024-06-01,,resolved,7,1
C1425,leakage,Issue related to light reported near Hostel B,26.856133,80.957772,Library,2024-05-26,2024-07-14,resolved,7,0
C1426,garbage,Issue related to hygiene reported near Hostel B,26.85716,80.946581,Hostel A,2024-05-23,,open,2,0
C1427,electricity,Issue related to hygiene reported near Canteen,26.859953,80.946292,Hostel B,2024-02-15,2024-07-13,open,9,1
C1428,leakage,Issue related to road reported near Hostel C,26.84483,80.950242,Academic Block,2024-04-26,,open,3,1
C1429,light,Issue related to hygiene reported near Canteen,26.840807,80.958814,Academic Block,2024-05-28,2024-04-05,resolved,2,0
C1430,hygiene,Issue related to road reported near Academic Block,26.848224,80.940956,Academic Block,2024-04-02,2024-03-29,resolved,3,1
C1431,road,Issue related to road reported near Canteen,26.842602,80.947045,Hostel A,2024-01-10,2024-03-03,open,2,0
C1432,garbage,Issue related to light reported near Hostel B,26.840449,80.957131,Hostel C,2024-01-24,2024-06-20,open,8,0
C1433,road,Issue related to electricity reported near Library,26.847209,80.947921,Canteen,2024-03-17,,resolved,5,0
C1434,light,Issue related to garbage reported near Library,26.855675,80.943983,Canteen,2024-03-23,2024-04-02,resolved,3,1
C1435,road,Issue related to hygiene reported near Library,26.851324,80.948496,Library,2024-04-04,2024-01-27,resolved,5,0
C1436,garbage,Issue related to electricity reported near Hostel C,26.846256,80.947711,Hostel C,2024-04-07,,open,8,0
C1437,light,Issue related to garbage reported near Library,26.853087,80.958308,Canteen,2024-01-18,2024-04-13,open,7,1
C1438,road,Issue related to garbage reported near Hostel A,26.84464,80.955239,Library,2024-04-19,2024-02-06,open,6,0
C1439,hygiene,Issue related to road reported near Library,26.840288,80.950102,Library,2024-05-20,,open,1,0
C1440,electricity,Issue related to light reported near Library,26.855287,80.959767,Academic Block,2024-01-17,,resolved,1,0
C1441,light,Issue related to road reported near Hostel B,26.852475,80.949306,Hostel B,2024-03-15,2024-06-29,resolved,1,1
C1442,electricity,Issue related to light reported near Hostel C,26.855246,80.941165,Academic Block,2024-04-30,2024-03-05,resolved,8,1
C1443,light,Issue related to road reported near Academic Block,26.840779,80.945245,Hostel A,2024-02-04,,open,8,0
C1444,hygiene,Issue related to garbage reported near Canteen,26.856742,80.948721,Canteen,2024-02-01,2024-06-18,resolved,7,1
C1445,electricity,Issue related to light reported near Canteen,26.852391,80.943138,Library,2024-06-26,2024-05-12,resolved,6,0
C1446,leakage,Issue related to road reported near Academic Block,26.851268,80.958951,Hostel B,2024-03-11,2024-02-19,resolved,4,0
C1447,garbage,Issue related to garbage reported near Library,26.852492,80.955337,Canteen,2024-03-25,,resolved,1,1
C1448,leakage,Issue related to hygiene reported near Hostel A,26.857289,80.945366,Library,2024-05-14,2024-03-24,resolved,9,1
C1449,road,Issue related to hygiene reported near Hostel B,26.851739,80.951816,Library,2024-04-15,,open,1,0
C1450,hygiene,Issue related to road reported near Academic Block,26.851619,80.954429,Academic Block,2024-05-14,,resolved,4,1
C1451,leakage,Issue related to hygiene reported near Library,26.859814,80.958826,Hostel B,2024-02-23,,resolved,3,1
C1452,light,Issue related to garbage reported near Library,26.855135,80.957633,Hostel B,2024-06-27,2024-03-25,open,7,1
C1453,road,Issue related to hygiene reported near Canteen,26.848846,80.950304,Canteen,2024-02-23,2024-03-01,open,5,0
C1454,road,Issue related to leakage reported near Canteen,26.854148,80.955493,Library,2024-06-05,2024-04-13,resolved,5,0
C1455,leakage,Issue related to garbage reported near Academic Block,26.847785,80.951243,Hostel B,2024-01-15,2024-01-22,resolved,4,1
C1456,leakage,Issue related to leakage reported near Hostel A,26.844578,80.951054,Hostel B,2024-01-28,,resolved,1,0
C1457,hygiene,Issue related to electricity reported near Hostel B,26.851937,80.942295,Canteen,2024-05-26,2024-05-02,resolved,5,0
C1458,garbage,Issue related to road reported near Hostel A,26.858564,80.942523,Academic Block,2024-06-10,2024-06-29,open,4,1
C1459,leakage,Issue related to garbage reported near Academic Block,26.858583,80.950591,Hostel C,2024-05-15,2024-07-07,resolved,8,0
C1460,leakage,Issue related to leakage reported near Canteen,26.846838,80.945377,Hostel A,2024-01-23,,open,2,1
C1461,electricity,Issue related to garbage reported near Library,26.850554,80.940421,Hostel C,2024-05-03,2024-07-02,resolved,8,0
C1462,light,Issue related to garbage reported near Hostel A,26.844233,80.954457,Hostel B,2024-06-25,,resolved,1,0
C1463,electricity,Issue related to hygiene reported near Hostel A,26.859913,80.94065,Library,2024-06-03,2024-05-27,resolved,4,1
C1464,electricity,Issue related to leakage reported near Academic Block,26.859622,80.951906,Hostel A,2024-06-29,2024-07-03,open,3,0
C1465,road,Issue related to light reported near Hostel B,26.85299,80.950784,Hostel A,2024-03-14,2024-02-03,resolved,5,1
C1466,garbage,Issue related to electricity reported near Canteen,26.856088,80.959376,Library,2024-04-19,2024-01-24,resolved,5,0
C1467,light,Issue related to electricity reported near Academic Block,26.854302,80.949684,Hostel A,2024-06-04,,open,5,0
C1468,hygiene,Issue related to leakage reported near Academic Block,26.851863,80.941272,Library,2024-03-22,2024-05-21,resolved,4,0
C1469,hygiene,Issue related to hygiene reported near Academic Block,26.841067,80.951034,Hostel A,2024-03-07,2024-04-30,open,8,1
C1470,leakage,Issue related to hygiene reported near Hostel A,26.849095,80.956822,Canteen,2024-05-14,,resolved,3,0
C1471,leakage,Issue related to electricity reported near Canteen,26.853496,80.959937,Canteen,2024-05-27,2024-01-31,open,4,0
C1472,hygiene,Issue related to road reported near Hostel B,26.853551,80.948607,Hostel C,2024-06-08,2024-05-19,open,1,1
C1473,leakage,Issue related to electricity reported near Hostel C,26.847462,80.946406,Hostel A,2024-03-31,,open,7,1
C1474,garbage,Issue related to garbage reported near Hostel B,26.858834,80.958133,Academic Block,2024-02-03,,resolved,1,0
C1475,electricity,Issue related to road reported near Academic Block,26.843347,80.943825,Library,2024-06-06,2024-06-18,open,2,1
C1476,leakage,Issue related to road reported near Hostel B,26.850007,80.952309,Hostel A,2024-05-24,2024-01-29,open,7,1
C1477,road,Issue related to electricity reported near Hostel B,26.853818,80.948114,Canteen,2024-05-07,2024-07-03,resolved,1,1
C1478,leakage,Issue related to garbage reported near Hostel A,26.853943,80.940822,Canteen,2024-05-13,,open,3,1
C1479,light,Issue related to leakage reported near Academic Block,26.852973,80.946946,Library,2024-06-10,2024-03-25,resolved,6,0
C1480,garbage,Issue related to electricity reported near Canteen,26.845506,80.945305,Academic Block,2024-05-07,2024-07-16,resolved,6,1
C1481,light,Issue related to road reported near Academic Block,26.843124,80.953722,Hostel A,2024-05-06,,open,6,0
C1482,light,Issue related to road reported near Academic Block,26.852719,80.958976,Hostel A,2024-02-16,2024-06-20,open,2,0
C1483,road,Issue related to light reported near Hostel B,26.851986,80.945361,Academic Block,2024-06-05,2024-06-21,resolved,2,0
C1484,garbage,Issue related to hygiene reported near Hostel C,26.843587,80.956229,Academic Block,2024-02-29,,open,6,1
C1485,garbage,Issue related to light reported near Hostel C,26.854103,80.941107,Academic Block,2024-03-15,,open,5,1
C1486,garbage,Issue related to light reported near Canteen,26.849103,80.950762,Canteen,2024-02-19,2024-07-05,open,7,0
C1487,garbage,Issue related to garbage reported near Hostel A,26.853355,80.941411,Library,2024-01-01,2024-06-27,open,7,0
C1488,garbage,Issue related to electricity reported near Academic Block,26.856747,80.958681,Academic Block,2024-01-31,,resolved,5,1
C1489,road,Issue related to road reported near Hostel A,26.843395,80.955327,Library,2024-01-07,,resolved,8,1
C1490,leakage,Issue related to light reported near Hostel B,26.840383,80.953159,Hostel C,2024-04-29,2024-06-03,open,6,0
C1491,light,Issue related to garbage reported near Hostel A,26.855582,80.956478,Hostel A,2024-06-09,,resolved,5,1
C1492,garbage,Issue related to road reported near Hostel A,26.852194,80.95295,Hostel A,2024-01-31,,open,4,1
C1493,leakage,Issue related to hygiene reported near Library,26.853993,80.959379,Hostel B,2024-02-23,2024-07-10,open,7,0
C1494,leakage,Issue related to electricity reported near Canteen,26.856763,80.954279,Hostel C,2024-06-06,2024-04-08,open,4,1
C1495,light,Issue related to garbage reported near Hostel B,26.856056,80.958493,Academic Block,2024-04-16,2024-05-24,open,5,1
C1496,road,Issue related to electricity reported near Hostel A,26.859218,80.950343,Academic Block,2024-04-15,2024-04-22,resolved,5,0
C1497,hygiene,Issue related to hygiene reported near Academic Block,26.850719,80.942341,Canteen,2024-01-12,2024-02-28,open,1,1
C1498,hygiene,Issue related to light reported near Library,26.84977,80.950564,Hostel C,2024-03-26,,resolved,1,0
C1499,leakage,Issue related to light reported near Hostel A,26.848038,80.942537,Academic Block,2024-03-30,,open,3,1
C1500,electricity,Issue related to light reported near Library,26.843074,80.95185,Hostel B,2024-05-23,,resolved,3,0
C1501,electricity,Issue related to leakage reported near Hostel B,26.851452,80.94965,Library,2024-06-12,,resolved,2,1
C1502,light,Issue related to electricity reported near Library,26.84554,80.952452,Hostel A,2024-02-24,2024-02-19,resolved,2,0
C1503,hygiene,Issue related to leakage reported near Library,26.858426,80.940201,Hostel C,2024-01-03,2024-01-31,resolved,6,1
C1504,leakage,Issue related to road reported near Canteen,26.851664,80.943897,Hostel A,2024-06-12,2024-02-03,open,1,1
C1505,road,Issue related to leakage reported near Hostel B,26.851857,80.949827,Library,2024-02-21,2024-04-08,resolved,6,1
C1506,hygiene,Issue related to leakage reported near Hostel B,26.847098,80.95901,Hostel C,2024-06-25,2024-01-02,open,5,0
C1507,leakage,Issue related to electricity reported near Library,26.84104,80.947672,Library,2024-03-13,,resolved,6,1
C1508,leakage,Issue related to light reported near Academic Block,26.840635,80.948487,Academic Block,2024-03-06,2024-02-19,resolved,5,0
C1509,garbage,Issue related to leakage reported near Hostel C,26.848467,80.954294,Academic Block,2024-01-18,2024-04-19,resolved,7,1
C1510,road,Issue related to garbage reported near Library,26.841691,80.952076,Academic Block,2024-03-19,,open,1,1
C1511,garbage,Issue related to road reported near Canteen,26.852137,80.945979,Library,2024-03-17,,resolved,3,1
C1512,light,Issue related to light reported near Canteen,26.857619,80.948216,Library,2024-05-09,2024-02-03,open,6,1
C1513,garbage,Issue related to electricity reported near Academic Block,26.857658,80.944354,Library,2024-05-20,2024-06-04,open,1,1
C1514,garbage,Issue related to road reported near Academic Block,26.853181,80.95932,Hostel A,2024-03-23,2024-01-29,open,7,1
C1515,hygiene,Issue related to garbage reported near Hostel C,26.844225,80.942613,Library,2024-01-02,,resolved,4,0
C1516,electricity,Issue related to electricity reported near Canteen,26.85726,80.947437,Academic Block,2024-01-30,2024-04-28,resolved,3,0
C1517,leakage,Issue related to hygiene reported near Library,26.857722,80.940517,Hostel B,2024-06-24,,resolved,9,1
C1518,road,Issue related to leakage reported near Canteen,26.843933,80.944436,Library,2024-03-26,2024-03-17,resolved,1,1
C1519,garbage,Issue related to hygiene reported near Academic Block,26.854749,80.955609,Hostel B,2024-03-28,2024-05-08,resolved,8,1
C1520,road,Issue related to light reported near Hostel C,26.84573,80.944024,Academic Block,2024-04-11,2024-02-08,resolved,1,1
C1521,electricity,Issue related to hygiene reported near Hostel B,26.856053,80.941601,Library,2024-05-25,2024-02-08,resolved,5,1
C1522,electricity,Issue related to road reported near Academic Block,26.859945,80.949489,Hostel A,2024-06-06,2024-06-29,open,8,0
C1523,garbage,Issue related to light reported near Hostel B,26.840601,80.940199,Hostel A,2024-01-08,,resolved,6,1
C1524,light,Issue related to leakage reported near Canteen,26.857947,80.941695,Hostel B,2024-02-14,,open,7,1
C1525,garbage,Issue related to light reported near Academic Block,26.852453,80.956153,Canteen,2024-02-19,2024-06-26,open,8,0
C1526,hygiene,Issue related to garbage reported near Library,26.859468,80.955429,Hostel A,2024-03-25,,resolved,6,0
C1527,leakage,Issue related to hygiene reported near Academic Block,26.8493,80.958303,Hostel A,2024-03-27,2024-06-30,resolved,6,0
C1528,light,Issue related to road reported near Library,26.856948,80.95709,Hostel A,2024-06-21,2024-06-11,open,6,1
C1529,garbage,Issue related to light reported near Academic Block,26.841248,80.953664,Academic Block,2024-05-02,2024-05-07,open,5,1
C1530,road,Issue related to light reported near Hostel C,26.846706,80.941047,Hostel A,2024-05-01,,resolved,8,1
C1531,light,Issue related to light reported near Hostel C,26.84134,80.955657,Hostel C,2024-01-10,2024-01-17,open,2,1
C1532,light,Issue related to electricity reported near Hostel A,26.859507,80.95691,Library,2024-06-14,2024-03-27,open,7,1
C1533,garbage,Issue related to hygiene reported near Hostel C,26.856339,80.955982,Hostel A,2024-02-04,,open,4,0
C1534,light,Issue related to garbage reported near Library,26.857051,80.95017,Canteen,2024-05-03,2024-07-07,open,1,1
C1535,road,Issue related to electricity reported near Hostel B,26.858759,80.944658,Canteen,2024-02-09,2024-02-28,resolved,5,1
C1536,electricity,Issue related to garbage reported near Hostel C,26.841702,80.956907,Hostel A,2024-06-09,2024-01-15,resolved,3,1
C1537,light,Issue related to hygiene reported near Canteen,26.847712,80.954543,Hostel A,2024-04-27,2024-07-18,open,4,0
C1538,electricity,Issue related to road reported near Library,26.841421,80.959615,Hostel C,2024-05-17,,open,7,1
C1539,road,Issue related to garbage reported near Hostel A,26.844216,80.943114,Hostel A,2024-03-26,2024-04-11,open,5,1
C1540,garbage,Issue related to light reported near Library,26.844587,80.944513,Hostel A,2024-04-28,,resolved,4,1
C1541,leakage,Issue related to electricity reported near Canteen,26.849382,80.944236,Library,2024-04-15,2024-02-11,resolved,1,1
C1542,light,Issue related to road reported near Hostel B,26.845371,80.955851,Canteen,2024-01-15,2024-05-21,open,6,0
C1543,leakage,Issue related to hygiene reported near Hostel B,26.84202,80.943738,Hostel C,2024-05-13,,open,6,0
C1544,road,Issue related to leakage reported near Hostel C,26.84335,80.941333,Canteen,2024-03-17,2024-05-02,open,7,0
C1545,light,Issue related to garbage reported near Hostel B,26.842946,80.959971,Hostel C,2024-05-24,2024-07-13,resolved,1,1
C1546,electricity,Issue related to light reported near Canteen,26.859462,80.940496,Canteen,2024-06-22,,open,4,0
C1547,hygiene,Issue related to garbage reported near Canteen,26.855186,80.956705,Hostel A,2024-03-21,,open,9,0
C1548,leakage,Issue related to hygiene reported near Hostel B,26.859355,80.947307,Canteen,2024-05-22,2024-03-14,open,6,1
C1549,light,Issue related to electricity reported near Library,26.848795,80.956832,Canteen,2024-05-17,2024-02-20,open,2,1
C1550,leakage,Issue related to electricity reported near Hostel B,26.845567,80.951092,Hostel C,2024-01-05,2024-05-21,open,4,0
C1551,light,Issue related to hygiene reported near Hostel B,26.855966,80.958033,Hostel B,2024-02-23,,resolved,6,0
C1552,garbage,Issue related to road reported near Hostel C,26.846525,80.958524,Hostel C,2024-05-27,,resolved,4,0
C1553,electricity,Issue related to leakage reported near Academic Block,26.845988,80.940182,Hostel C,2024-06-24,2024-05-29,resolved,7,0
C1554,leakage,Issue related to hygiene reported near Library,26.84465,80.941508,Hostel C,2024-03-25,2024-01-15,open,3,1
C1555,hygiene,Issue related to electricity reported near Hostel C,26.842594,80.945007,Academic Block,2024-03-31,2024-07-01,resolved,6,1
C1556,hygiene,Issue related to leakage reported near Hostel C,26.845129,80.953386,Academic Block,2024-01-17,,open,4,0
C1557,road,Issue related to leakage reported near Library,26.847106,80.957765,Academic Block,2024-02-08,2024-05-28,resolved,3,0
C1558,light,Issue related to hygiene reported near Academic Block,26.85348,80.949199,Hostel C,2024-03-12,,resolved,3,0
C1559,leakage,Issue related to garbage reported near Canteen,26.841251,80.952139,Hostel B,2024-01-08,2024-03-16,open,2,1
C1560,road,Issue related to hygiene reported near Hostel C,26.84421,80.94377,Hostel C,2024-03-27,2024-02-24,open,3,1
C1561,leakage,Issue related to light reported near Hostel C,26.85618,80.956099,Hostel A,2024-04-06,,open,1,1
C1562,light,Issue related to leakage reported near Academic Block,26.842938,80.959347,Hostel B,2024-06-09,2024-07-08,resolved,3,0
C1563,hygiene,Issue related to garbage reported near Library,26.846853,80.945372,Academic Block,2024-05-16,2024-04-03,open,9,1
C1564,garbage,Issue related to light reported near Canteen,26.857293,80.949897,Canteen,2024-02-12,2024-05-28,resolved,4,0
C1565,hygiene,Issue related to light reported near Hostel A,26.843099,80.941722,Canteen,2024-05-26,,resolved,3,0
C1566,road,Issue related to leakage reported near Library,26.841655,80.951183,Library,2024-06-04,2024-02-08,resolved,8,1
C1567,electricity,Issue related to road reported near Library,26.849691,80.950056,Hostel B,2024-04-09,,open,1,0
C1568,garbage,Issue related to electricity reported near Academic Block,26.846048,80.942889,Academic Block,2024-02-17,2024-06-23,open,5,1
C1569,road,Issue related to leakage reported near Hostel B,26.851268,80.948841,Hostel B,2024-06-01,2024-01-16,open,1,1
C1570,light,Issue related to light reported near Hostel C,26.856076,80.946682,Hostel B,2024-01-30,,resolved,7,0
C1571,garbage,Issue related to light reported near Academic Block,26.842743,80.950437,Canteen,2024-03-19,2024-02-16,resolved,5,0
C1572,road,Issue related to road reported near Hostel B,26.851614,80.951713,Hostel C,2024-06-29,2024-02-01,open,2,1
C1573,light,Issue related to hygiene reported near Library,26.85011,80.94017,Hostel A,2024-03-21,2024-06-16,resolved,1,1
C1574,hygiene,Issue related to electricity reported near Canteen,26.842882,80.95522,Library,2024-01-09,,resolved,7,1
C1575,electricity,Issue related to leakage reported near Hostel C,26.85248,80.95426,Academic Block,2024-03-10,2024-02-09,resolved,1,1
C1576,light,Issue related to hygiene reported near Canteen,26.845473,80.947326,Hostel B,2024-04-15,2024-04-14,open,3,1
C1577,leakage,Issue related to electricity reported near Canteen,26.849757,80.941059,Library,2024-01-23,,resolved,6,1
C1578,light,Issue related to hygiene reported near Academic Block,26.841645,80.955099,Hostel B,2024-05-07,,resolved,6,1
C1579,light,Issue related to light reported near Canteen,26.849192,80.959104,Canteen,2024-03-01,,open,7,0
C1580,electricity,Issue related to leakage reported near Hostel B,26.846129,80.944803,Hostel A,2024-04-05,,open,1,1
C1581,leakage,Issue related to light reported near Canteen,26.856448,80.94647,Canteen,2024-04-25,2024-02-15,open,7,0
C1582,road,Issue related to road reported near Academic Block,26.84114,80.943676,Library,2024-03-18,2024-04-07,open,2,0
C1583,road,Issue related to light reported near Library,26.848372,80.951539,Academic Block,2024-02-25,2024-06-21,open,6,1
C1584,light,Issue related to electricity reported near Hostel A,26.849169,80.943097,Hostel B,2024-05-14,2024-07-19,open,8,1
C1585,leakage,Issue related to road reported near Hostel A,26.8545,80.947124,Hostel A,2024-03-18,2024-06-16,resolved,5,1
C1586,leakage,Issue related to garbage reported near Canteen,26.851486,80.95394,Canteen,2024-02-14,,resolved,3,1
C1587,electricity,Issue related to garbage reported near Hostel A,26.853344,80.951202,Library,2024-01-29,2024-04-24,resolved,8,1
C1588,hygiene,Issue related to hygiene reported near Hostel B,26.855541,80.947729,Canteen,2024-04-05,,resolved,8,0
C1589,road,Issue related to electricity reported near Hostel B,26.857244,80.948405,Hostel B,2024-01-10,,open,4,0
C1590,electricity,Issue related to garbage reported near Canteen,26.846278,80.951242,Hostel B,2024-02-21,,resolved,8,1
C1591,garbage,Issue related to light reported near Hostel A,26.85076,80.940117,Academic Block,2024-01-24,2024-06-21,open,5,1
C1592,road,Issue related to light reported near Library,26.856802,80.94157,Hostel A,2024-04-23,2024-02-28,open,5,1
C1593,electricity,Issue related to hygiene reported near Hostel C,26.859789,80.957625,Hostel C,2024-05-09,,resolved,3,1
C1594,road,Issue related to garbage reported near Library,26.85779,80.941558,Canteen,2024-01-07,2024-05-27,resolved,7,0
C1595,hygiene,Issue related to electricity reported near Canteen,26.847429,80.954136,Hostel B,2024-05-03,2024-06-27,open,9,0
C1596,garbage,Issue related to road reported near Academic Block,26.843903,80.958401,Library,2024-05-08,2024-06-01,open,9,0
C1597,hygiene,Issue related to electricity reported near Academic Block,26.849788,80.945414,Canteen,2024-02-09,,open,1,1
C1598,garbage,Issue related to garbage reported near Hostel A,26.854833,80.94741,Academic Block,2024-02-18,2024-06-15,open,1,1
C1599,light,Issue related to road reported near Library,26.849851,80.951378,Academic Block,2024-03-28,2024-03-18,resolved,5,1
C1600,electricity,Issue related to hygiene reported near Hostel A,26.849664,80.957634,Hostel B,2024-05-03,2024-01-27,open,1,0
C1601,garbage,Issue related to garbage reported near Library,26.856765,80.958838,Hostel B,2024-05-14,,resolved,4,0
C1602,hygiene,Issue related to electricity reported near Hostel C,26.847228,80.954791,Hostel B,2024-03-20,2024-05-18,open,1,0
C1603,road,Issue related to road reported near Hostel C,26.857196,80.941732,Hostel C,2024-03-24,,open,2,1
C1604,garbage,Issue related to garbage reported near Library,26.848136,80.953383,Hostel B,2024-02-06,2024-01-07,open,2,0
C1605,electricity,Issue related to electricity reported near Canteen,26.846565,80.948206,Canteen,2024-01-26,,resolved,4,1
C1606,garbage,Issue related to hygiene reported near Hostel B,26.84908,80.949414,Canteen,2024-05-12,2024-05-16,open,8,0
C1607,leakage,Issue related to garbage reported near Hostel A,26.855249,80.940983,Hostel A,2024-06-22,2024-05-13,resolved,2,1
C1608,road,Issue related to road reported near Hostel B,26.84252,80.943821,Library,2024-02-03,2024-05-18,resolved,9,1
C1609,electricity,Issue related to light reported near Hostel B,26.843928,80.95581,Hostel B,2024-02-22,2024-06-16,resolved,9,1
C1610,electricity,Issue related to road reported near Library,26.859029,80.949079,Canteen,2024-01-10,,open,2,1
C1611,light,Issue related to leakage reported near Hostel C,26.84351,80.946033,Canteen,2024-04-27,2024-06-18,resolved,1,0
C1612,hygiene,Issue related to leakage reported near Academic Block,26.851355,80.94768,Canteen,2024-04-09,2024-02-17,resolved,9,0
C1613,light,Issue related to garbage reported near Hostel C,26.851586,80.957088,Hostel C,2024-05-13,2024-06-27,open,2,0
C1614,electricity,Issue related to hygiene reported near Academic Block,26.849792,80.95498,Library,2024-01-30,,open,8,1
C1615,road,Issue related to road reported near Hostel B,26.852895,80.945446,Academic Block,2024-01-02,2024-03-22,resolved,3,0
C1616,garbage,Issue related to electricity reported near Hostel B,26.844597,80.94235,Canteen,2024-03-20,,resolved,1,1
C1617,garbage,Issue related to leakage reported near Canteen,26.851053,80.94504,Hostel B,2024-01-12,,open,1,0
C1618,road,Issue related to garbage reported near Canteen,26.847443,80.958415,Canteen,2024-06-24,,resolved,2,0
C1619,electricity,Issue related to electricity reported near Hostel A,26.853233,80.951632,Library,2024-06-01,,resolved,7,1
C1620,garbage,Issue related to garbage reported near Academic Block,26.842824,80.95067,Academic Block,2024-01-23,2024-07-12,resolved,6,1
C1621,garbage,Issue related to hygiene reported near Academic Block,26.851418,80.951928,Hostel C,2024-03-26,,open,2,1
C1622,garbage,Issue related to road reported near Academic Block,26.843705,80.947321,Hostel A,2024-04-29,2024-05-10,resolved,4,0
C1623,hygiene,Issue related to garbage reported near Canteen,26.845573,80.956142,Hostel B,2024-01-12,,open,2,1
C1624,hygiene,Issue related to garbage reported near Canteen,26.844374,80.950466,Hostel A,2024-01-27,2024-02-14,open,1,0
C1625,leakage,Issue related to light reported near Hostel A,26.843657,80.942335,Hostel C,2024-05-13,2024-06-18,open,3,0
C1626,light,Issue related to hygiene reported near Academic Block,26.856514,80.942581,Library,2024-06-17,,resolved,4,0
C1627,road,Issue related to electricity reported near Hostel C,26.845714,80.950737,Library,2024-03-20,,open,5,1
C1628,road,Issue related to road reported near Hostel A,26.858542,80.958731,Hostel C,2024-01-06,2024-05-13,resolved,5,0
C1629,road,Issue related to road reported near Hostel A,26.859399,80.946167,Canteen,2024-05-27,2024-03-17,open,7,1
C1630,leakage,Issue related to light reported near Hostel B,26.851425,80.957391,Hostel C,2024-03-20,2024-04-24,resolved,8,1
C1631,hygiene,Issue related to electricity reported near Library,26.84286,80.955282,Hostel B,2024-06-12,,resolved,9,0
C1632,electricity,Issue related to hygiene reported near Hostel C,26.847491,80.944956,Academic Block,2024-02-23,2024-03-22,resolved,7,0
C1633,electricity,Issue related to garbage reported near Hostel A,26.855955,80.940727,Hostel A,2024-03-23,2024-04-01,open,5,0
C1634,leakage,Issue related to electricity reported near Hostel C,26.847348,80.942037,Hostel A,2024-02-21,2024-05-11,resolved,9,0
C1635,electricity,Issue related to road reported near Library,26.84174,80.95457,Library,2024-02-19,,resolved,8,1
C1636,road,Issue related to electricity reported near Hostel A,26.851136,80.943993,Canteen,2024-03-14,,open,9,1
C1637,light,Issue related to light reported near Hostel C,26.856902,80.947425,Library,2024-03-11,2024-03-02,open,8,1
C1638,garbage,Issue related to garbage reported near Hostel B,26.855919,80.950034,Hostel B,2024-05-16,,resolved,6,1
C1639,hygiene,Issue related to road reported near Hostel B,26.843502,80.954509,Hostel C,2024-03-22,,open,4,1
C1640,hygiene,Issue related to electricity reported near Academic Block,26.853455,80.942265,Hostel A,2024-04-22,2024-02-26,open,9,1
C1641,leakage,Issue related to garbage reported near Hostel C,26.84441,80.948127,Hostel B,2024-06-20,2024-06-04,open,9,1
C1642,hygiene,Issue related to light reported near Library,26.844364,80.949701,Library,2024-01-31,2024-06-01,resolved,9,1
C1643,road,Issue related to light reported near Library,26.857481,80.950817,Library,2024-03-10,,open,3,1
C1644,electricity,Issue related to hygiene reported near Canteen,26.844993,80.956367,Hostel A,2024-02-08,,resolved,3,0
C1645,road,Issue related to road reported near Hostel C,26.845265,80.943434,Library,2024-02-10,2024-01-21,open,6,0
C1646,leakage,Issue related to hygiene reported near Canteen,26.840013,80.956157,Canteen,2024-03-11,2024-03-08,open,6,1
C1647,road,Issue related to light reported near Canteen,26.857413,80.953858,Library,2024-01-30,,resolved,6,1
C1648,electricity,Issue related to electricity reported near Hostel A,26.855852,80.951117,Academic Block,2024-01-04,2024-04-13,open,5,0
C1649,light,Issue related to road reported near Canteen,26.852547,80.953991,Hostel C,2024-06-08,2024-03-07,open,5,0
C1650,leakage,Issue related to leakage reported near Hostel A,26.855005,80.94824,Library,2024-05-23,2024-06-27,open,2,0
C1651,light,Issue related to garbage reported near Academic Block,26.843041,80.942768,Academic Block,2024-05-11,,open,7,1
C1652,garbage,Issue related to light reported near Hostel A,26.849166,80.953315,Hostel B,2024-01-27,,resolved,4,0
C1653,light,Issue related to leakage reported near Library,26.847024,80.950493,Library,2024-02-22,2024-03-10,resolved,3,0
C1654,garbage,Issue related to road reported near Library,26.841876,80.952787,Canteen,2024-05-18,2024-06-28,resolved,8,0
C1655,garbage,Issue related to hygiene reported near Hostel C,26.849723,80.94676,Hostel B,2024-03-30,2024-07-02,resolved,4,0
C1656,light,Issue related to garbage reported near Canteen,26.858415,80.958137,Library,2024-05-20,,resolved,4,0
